i_image_id,l_label_name,d_label_display_name,thumbnail_300k_url,subset
fee9efa9cfda8737,/m/09k_b,Lemon,https://c4.staticflickr.com/6/5289/5304306553_38ae581a1c_z.jpg,train
9c68db50a44fce49,/m/09k_b,Lemon,https://c8.staticflickr.com/8/7354/11260870736_b445923bb8_z.jpg,train
aafca6996c236a94,/m/02hj4,Dolphin,https://c3.staticflickr.com/9/8121/8612588140_a3185a3d60_z.jpg,train
036c0d61dd826114,/m/02hj4,Dolphin,https://c2.staticflickr.com/1/164/392311496_bf6813d1a2_z.jpg,test
2562c0adf80c0337,/m/09qck,Banana,https://c1.staticflickr.com/4/3727/10737240094_1e219fe4b5_z.jpg,train
264b5a7e1567c66e,/m/03g8mr,Baseball bat,https://c5.staticflickr.com/6/5490/11781498043_263244d155_z.jpg,train
1109c2fa250d295f,/m/0gd36,Sea lion,https://c2.staticflickr.com/4/3943/15535903582_c926ee5c4a_z.jpg,train
c5987ae1f009cca9,/m/02hj4,Dolphin,https://c5.staticflickr.com/5/4139/5412492859_a543ecf548_z.jpg,train
c585bc49e5572299,/m/0gd36,Sea lion,https://c6.staticflickr.com/5/4141/4873485209_6a45240613_z.jpg,train
563fbc490faf3a88,/m/02hj4,Dolphin,https://c7.staticflickr.com/7/6145/5948124584_0b78f47504_z.jpg,test
4e7c95aaa820844f,/m/09k_b,Lemon,https://c2.staticflickr.com/5/4120/5411158342_66538be3b4_z.jpg,train
38f5d1d98cc495e2,/m/09k_b,Lemon,https://c6.staticflickr.com/5/4025/4248012642_c3e51b869b_z.jpg?zz=1,train
7b0a7367e39d7ae9,/m/0gd36,Sea lion,https://c4.staticflickr.com/7/6238/6283903381_3a9dc6d77b_z.jpg,test
25f486a1a8e01815,/m/09qck,Banana,https://c2.staticflickr.com/9/8345/8286398127_3c7978d5f2_z.jpg,train
ae2433980197064f,/m/09qck,Banana,https://c2.staticflickr.com/1/431/18905004493_dc2b1a640b_z.jpg,test
caf59caf9e978600,/m/09k_b,Lemon,https://c2.staticflickr.com/6/5211/5392712388_2a74b81e35_z.jpg,train
279db0d976d8b295,/m/03g8mr,Baseball bat,https://c3.staticflickr.com/4/3614/3322715312_8fa3b72543_z.jpg,train
01a852b8cc4b53c2,/m/09qck,Banana,https://c8.staticflickr.com/6/5598/15242793930_936946f50d_z.jpg,train
0045a6b8282e2762,/m/02hj4,Dolphin,https://c2.staticflickr.com/8/7458/13962225110_4f06517d4f_z.jpg,train
01dd166313ba7ca5,/m/0gd36,Sea lion,https://c1.staticflickr.com/8/7123/6868821832_697a144e8f_z.jpg,train
7ba0c9dd3dd930c1,/m/02hj4,Dolphin,https://c3.staticflickr.com/8/7446/16410815476_96b90e71a8_z.jpg,train
169d24a37476295a,/m/03g8mr,Baseball bat,https://c7.staticflickr.com/3/2283/2401979159_aecb9d01ef_z.jpg,train
a626430d73b42564,/m/03g8mr,Baseball bat,https://c7.staticflickr.com/6/5460/17913116365_dee53f7263_z.jpg,train
002440abc829b35b,/m/09qck,Banana,https://c7.staticflickr.com/8/7295/9736113073_66779507c2_z.jpg,train
158d7da63920adc9,/m/03g8mr,Baseball bat,https://c7.staticflickr.com/6/5576/14021869947_0b1a351059_z.jpg,train
90ca854541e275bf,/m/03g8mr,Baseball bat,https://c1.staticflickr.com/8/7722/17078292387_fa9e3af7a6_z.jpg,train
2defdc511ee8f4a7,/m/09qck,Banana,https://c2.staticflickr.com/1/35/124862684_28b9f8d373_z.jpg?zz=1,train
012dedb674548a13,/m/09qck,Banana,https://c5.staticflickr.com/1/153/355609932_5f5bfd10ba_z.jpg,train
ce8bf3f2bf83904d,/m/03g8mr,Baseball bat,https://c1.staticflickr.com/9/8122/8650576184_e82112411b_z.jpg,train
6d54e3dcafb39d4d,/m/03g8mr,Baseball bat,https://c8.staticflickr.com/9/8395/8638794563_bf6221eb40_z.jpg,train
a8a3f65f00052bda,/m/09qck,Banana,https://c7.staticflickr.com/6/5505/10541100134_c96c57e0c4_z.jpg,train
1878b0035573df8f,/m/0gd36,Sea lion,https://c8.staticflickr.com/6/5610/15608147109_b0629feeb6_z.jpg,train
1b5cece26c5b1e9f,/m/0gd36,Sea lion,https://c8.staticflickr.com/5/4126/5220312052_3e14d05842_z.jpg,train
45ea89fe08ec280a,/m/09qck,Banana,https://c2.staticflickr.com/3/2709/4299928502_4ac49afeb0_z.jpg,train
c0a13e243095d8f8,/m/09k_b,Lemon,https://c1.staticflickr.com/6/5546/9637665361_dd9722c134_z.jpg,train
fb636d3c1fd6073a,/m/0gd36,Sea lion,https://c7.staticflickr.com/4/3892/14434375780_b81dbee21b_z.jpg,train
37f9a20bf05b3aab,/m/09qck,Banana,https://c8.staticflickr.com/9/8283/7780407882_682cbeedfd_z.jpg,train
83624bb0c2781ced,/m/03g8mr,Baseball bat,https://c5.staticflickr.com/1/379/18958472392_30d968c4a8_z.jpg,train
4ad2e432762ba6d7,/m/03g8mr,Baseball bat,https://c2.staticflickr.com/4/3083/2824824228_8abe2fd96d_z.jpg,train
0e19ceea52fa738d,/m/09qck,Banana,https://c5.staticflickr.com/6/5205/5269945816_d26c70c1b7_z.jpg,train
93f6761a28396346,/m/0gd36,Sea lion,https://c1.staticflickr.com/3/2890/10481769995_a56490ec35_z.jpg,train
228223171a5dd695,/m/03g8mr,Baseball bat,https://c3.staticflickr.com/4/3825/13751488143_2f70fe244c_z.jpg,train
87c1f9af4106d2d1,/m/09k_b,Lemon,https://c2.staticflickr.com/9/8161/7674778150_83d6666242_z.jpg,train
d3698ec5497752c9,/m/02hj4,Dolphin,https://c1.staticflickr.com/4/3278/2958223022_02d7675abb_z.jpg,train
af8ee3091a26a628,/m/0gd36,Sea lion,https://c7.staticflickr.com/4/3696/11830159673_8dae69a023_z.jpg,train
427ac8c2be79dfbd,/m/0gd36,Sea lion,https://c1.staticflickr.com/1/13/14603074_7e85eba3a2_z.jpg,test
75fa6e557ac128b9,/m/02hj4,Dolphin,https://c1.staticflickr.com/8/7079/7104836199_d5e6f3a6e8_z.jpg,train
da6361535bd21f29,/m/09qck,Banana,https://c8.staticflickr.com/9/8112/8454752967_6ee7af66ed_z.jpg,train
a1236a31079f6461,/m/03g8mr,Baseball bat,https://c3.staticflickr.com/3/2949/15472606031_19d1395c4a_z.jpg,train
903f0df8b3a6b202,/m/09qck,Banana,https://c7.staticflickr.com/1/26/48383751_09bc5b26d3_z.jpg,test
3d7773bce1036e07,/m/09qck,Banana,https://c5.staticflickr.com/9/8510/8420017267_e2d6f48513_z.jpg,train
eeb93d366d6c69e7,/m/09qck,Banana,https://c5.staticflickr.com/1/49/159249888_1acd10a5c8_z.jpg,test
7f9afc24f31d6b19,/m/09k_b,Lemon,https://c1.staticflickr.com/3/2199/1843992687_e21248a23f_z.jpg,test
9eac49111a722ac4,/m/09qck,Banana,https://c2.staticflickr.com/5/4063/4375210358_eee3099345_z.jpg,train
a117ab096e4dd404,/m/09k_b,Lemon,https://c4.staticflickr.com/1/84/281006850_f9992a3cf1_z.jpg?zz=1,test
14fd51fe73acf98a,/m/03g8mr,Baseball bat,https://c6.staticflickr.com/2/1332/591907740_3c8cda2731_z.jpg?zz=1,train
013869bc58839798,/m/02hj4,Dolphin,https://c8.staticflickr.com/1/160/357826265_fc6de88255_z.jpg,train
00bc7a8313797c90,/m/0gd36,Sea lion,https://c7.staticflickr.com/6/5129/5382145383_3eae840b7b_z.jpg,train
00fca6a00b3530e3,/m/0gd36,Sea lion,https://c1.staticflickr.com/3/2339/2079015718_1ab3da8417_z.jpg?zz=1,train
00fca6a00b3530e3,/m/02hj4,Dolphin,https://c1.staticflickr.com/3/2339/2079015718_1ab3da8417_z.jpg?zz=1,train
00dc00c02f440064,/m/03g8mr,Baseball bat,https://c2.staticflickr.com/6/5611/15340794059_c565a8deb7_z.jpg,train
3aaba8352414b088,/m/09k_b,Lemon,https://c8.staticflickr.com/9/8391/8572545881_52d69d9139_z.jpg,train
0093d6c1ecffc684,/m/09qck,Banana,https://c4.staticflickr.com/6/5325/13934337959_1394208b11_z.jpg,train
1785e978819d0833,/m/09qck,Banana,https://c4.staticflickr.com/7/6148/5979625134_64c0e358b9_z.jpg,train
022f5addbc61e3b1,/m/03g8mr,Baseball bat,https://c8.staticflickr.com/1/54/143253969_4ee19d7348_z.jpg,train
cf5e7e0b49c7fe98,/m/02hj4,Dolphin,https://c8.staticflickr.com/6/5225/5594267329_8d26375cd0_z.jpg,train
720ba58197647316,/m/0gd36,Sea lion,https://c6.staticflickr.com/4/3809/12264384845_7508cba1d8_z.jpg,train
04dbf711ebb15518,/m/02hj4,Dolphin,https://c4.staticflickr.com/1/562/20134548239_145b5b6b40_z.jpg,train
04dbf711ebb15518,/m/0gd36,Sea lion,https://c4.staticflickr.com/1/562/20134548239_145b5b6b40_z.jpg,train
02a6d498ffe285a7,/m/03g8mr,Baseball bat,https://c8.staticflickr.com/6/5148/5625509059_55526e09b5_z.jpg,train
33ce1b6404d4a370,/m/09qck,Banana,https://c8.staticflickr.com/1/358/18489178356_763c0e6192_z.jpg,train
174d5bce42abc018,/m/0gd36,Sea lion,https://c4.staticflickr.com/9/8321/8003927219_4832e8f1e8_z.jpg,train
45aad7670c17f12a,/m/0gd36,Sea lion,https://c6.staticflickr.com/7/6166/6179875969_36163d5a15_z.jpg,train
8691e445854900db,/m/09k_b,Lemon,https://c8.staticflickr.com/4/3564/3430157190_3507f014a0_z.jpg,train
1bfaa7c46df8cbe1,/m/0gd36,Sea lion,https://c3.staticflickr.com/9/8650/15997308944_b74c4ff0c5_z.jpg,train
0b44aa8d9c62bd58,/m/0gd36,Sea lion,https://c7.staticflickr.com/8/7425/15802229644_12a6db20b9_z.jpg,train
ea882d888cd24cc1,/m/03g8mr,Baseball bat,https://c3.staticflickr.com/4/3187/2576209107_ccae4fc74a_z.jpg,train
37b544b1bad52787,/m/03g8mr,Baseball bat,https://c1.staticflickr.com/8/7370/16523890651_d2e9cf4af2_z.jpg,train
21c03dfb0a34214d,/m/09qck,Banana,https://c5.staticflickr.com/6/5571/14834579299_57d2efc428_z.jpg,train
bcc236250782529f,/m/0gd36,Sea lion,https://c8.staticflickr.com/4/3851/14634591960_f5e84dde05_z.jpg,train
0e9166e7721f6f8a,/m/02hj4,Dolphin,https://c8.staticflickr.com/1/29/53255474_ee0bd607ec_z.jpg,train
fb07b83927c3b668,/m/0gd36,Sea lion,https://c6.staticflickr.com/9/8662/16182669858_1b90697bb6_z.jpg,train
0d2d0cddaad61c4e,/m/09k_b,Lemon,https://c6.staticflickr.com/3/2394/2345196533_ce7afc9c04_z.jpg,train
0fb498c30ab00980,/m/09k_b,Lemon,https://c5.staticflickr.com/1/173/430097049_189d67aa2d_z.jpg,train
2197545b492dd758,/m/0gd36,Sea lion,https://c5.staticflickr.com/9/8502/8425480731_341e2276f8_z.jpg,train
4d479105f23ac5d5,/m/0gd36,Sea lion,https://c8.staticflickr.com/1/97/232413845_0ea21c69bb_z.jpg,train
1181bd74ee478ce5,/m/09k_b,Lemon,https://c2.staticflickr.com/8/7364/14025203082_f300752fdb_z.jpg,train
4de56e674ff30bbd,/m/03g8mr,Baseball bat,https://c1.staticflickr.com/6/5521/14465796180_7fe75a4cc1_z.jpg,train
d64c2de521ad5779,/m/0gd36,Sea lion,https://c8.staticflickr.com/4/3424/3947251024_ea41062795_z.jpg,test
14bbd71fcab17a99,/m/09k_b,Lemon,https://c6.staticflickr.com/8/7028/6445580443_e1fae0c333_z.jpg,train
006fd1318bc754a3,/m/09qck,Banana,https://c3.staticflickr.com/8/7667/17099336338_cf040707b2_z.jpg,train
009e47735f236c3f,/m/03g8mr,Baseball bat,https://c8.staticflickr.com/6/5187/5864871379_e44b175054_z.jpg,train
504e54a7ae33630f,/m/03g8mr,Baseball bat,https://c1.staticflickr.com/8/7691/16696974883_eb7901b88e_z.jpg,train
e648f787ecd7ff2c,/m/0gd36,Sea lion,https://c2.staticflickr.com/5/4074/4908577918_fb1e5cdcd6_z.jpg,test
716f87f891a1940c,/m/02hj4,Dolphin,https://c3.staticflickr.com/4/3243/3095512141_9cc3f186fb_z.jpg,test
b179fb7f7e447f77,/m/09qck,Banana,https://c3.staticflickr.com/9/8735/16678868739_f0a14fcace_z.jpg,test
03a6f689148fbd87,/m/09k_b,Lemon,https://c1.staticflickr.com/6/5569/14754184124_162e4e4f4d_z.jpg,train
6369bee2187c0ca8,/m/0gd36,Sea lion,https://c4.staticflickr.com/9/8118/8608040279_b4dc69a36d_z.jpg,test
13b50de3341a9011,/m/09k_b,Lemon,https://c4.staticflickr.com/5/4076/4815060805_a0cb0f7a96_z.jpg,train
b45ab34ba26190cd,/m/09k_b,Lemon,https://c4.staticflickr.com/9/8197/8236120460_1ab54065a9_z.jpg,train
266712d25c44b4d9,/m/09k_b,Lemon,https://c5.staticflickr.com/6/5070/5672573488_04e34ac08d_z.jpg,train
0213a0d1f82ac5dc,/m/0gd36,Sea lion,https://c4.staticflickr.com/2/1022/5189155633_c6351d08bc_z.jpg,train
cb8e3685dbdde829,/m/09qck,Banana,https://c1.staticflickr.com/9/8067/8163937631_412d90fa6f_z.jpg,train
a2f0d487e28b335c,/m/03g8mr,Baseball bat,https://c4.staticflickr.com/3/2616/3844906677_210604f425_z.jpg?zz=1,train
56a2ad305708772d,/m/02hj4,Dolphin,https://c4.staticflickr.com/1/456/19890938954_4e6396e017_z.jpg,train
7dfae371f23de091,/m/02hj4,Dolphin,https://c2.staticflickr.com/5/4006/4259813232_708dd5757c_z.jpg,train
01c2f8db79d3d9fb,/m/03g8mr,Baseball bat,https://c7.staticflickr.com/5/4036/4714455187_4faeed0086_z.jpg,train
975450d90620c84c,/m/03g8mr,Baseball bat,https://c1.staticflickr.com/6/5148/14018555673_8ff6a8be53_z.jpg,train
a57ed89373686174,/m/03g8mr,Baseball bat,https://c1.staticflickr.com/7/6020/5959261355_695c87808d_z.jpg,train
e3dfb6b521dd94e2,/m/03g8mr,Baseball bat,https://c7.staticflickr.com/6/5280/5912912764_014b5a7c64_z.jpg,train
bec7afdef3161d3d,/m/03g8mr,Baseball bat,https://c8.staticflickr.com/6/5072/7063605003_4a5dbbf6c9_z.jpg,train
48c572557d12738e,/m/09qck,Banana,https://c2.staticflickr.com/9/8339/8215422611_1937e84896_z.jpg,train
5463e3f1c3d38d55,/m/03g8mr,Baseball bat,https://c6.staticflickr.com/8/7343/9544406742_36b11831c0_z.jpg,train
f7cb94b068939713,/m/09qck,Banana,https://c7.staticflickr.com/9/8249/8661358489_b84483dc58_z.jpg,train
f7cb94b068939713,/m/09k_b,Lemon,https://c7.staticflickr.com/9/8249/8661358489_b84483dc58_z.jpg,train
fb0f494a2e128f55,/m/03g8mr,Baseball bat,https://c6.staticflickr.com/1/197/453493410_802fcc0b62_z.jpg,train
95a6b609c600410c,/m/09k_b,Lemon,https://c3.staticflickr.com/9/8265/8692803413_34ea5f8080_z.jpg,train
d2ee3bd049d291c1,/m/03g8mr,Baseball bat,https://c6.staticflickr.com/6/5646/20865823692_8e56abdff6_z.jpg,train
5d0a987e5ba37e80,/m/03g8mr,Baseball bat,https://c4.staticflickr.com/8/7038/6845308902_0d7f1610fa_z.jpg,train
3373e375db86f767,/m/03g8mr,Baseball bat,https://c4.staticflickr.com/5/4061/4537180916_46f7d12f01_z.jpg,train
c2f9dcdd9dcf6e91,/m/09k_b,Lemon,https://c4.staticflickr.com/3/2051/2065962981_6518769d7a_z.jpg,train
c25cf3cc894353c1,/m/09qck,Banana,https://c7.staticflickr.com/3/2926/14574795065_666800465f_z.jpg,train
0f5809a5003a53a6,/m/0gd36,Sea lion,,train
71ab834ee54cd9e5,/m/09qck,Banana,https://c4.staticflickr.com/4/3152/2588268577_b8baab93e8_z.jpg?zz=1,train
bf5b69e7eb92f4f6,/m/02hj4,Dolphin,https://c5.staticflickr.com/4/3255/2917865202_ff54333865_z.jpg,train
bf5b69e7eb92f4f6,/m/0gd36,Sea lion,https://c5.staticflickr.com/4/3255/2917865202_ff54333865_z.jpg,train
d368c7d63fd2fac3,/m/03g8mr,Baseball bat,,test
51bc674c8b9cb192,/m/0gd36,Sea lion,https://c6.staticflickr.com/5/4060/4683401253_026e6c0087_z.jpg,train
27e16f0c4e6df95d,/m/03g8mr,Baseball bat,https://c8.staticflickr.com/6/5265/5875839859_c491108c94_z.jpg,test
10d411540130a7d7,/m/09k_b,Lemon,https://c1.staticflickr.com/7/6098/6315764544_edb555df33_z.jpg,train
3d44850abd6d4c77,/m/0gd36,Sea lion,https://c7.staticflickr.com/4/3540/3424746755_7990dafe19_z.jpg,test
3bd48717215419ec,/m/02hj4,Dolphin,https://c7.staticflickr.com/1/80/223175100_a2e26fb461_z.jpg?zz=1,test
0f02ca74e24e3c01,/m/09k_b,Lemon,https://c4.staticflickr.com/4/3389/3345924384_d4653d0049_z.jpg,test
18c07446aa4514e1,/m/02hj4,Dolphin,https://c3.staticflickr.com/9/8308/7941201840_0055e85f61_z.jpg,test
edba4946b5422162,/m/02hj4,Dolphin,https://c7.staticflickr.com/4/3058/2973914438_742162dcae_z.jpg,train
0021dfa1799b40bc,/m/02hj4,Dolphin,https://c8.staticflickr.com/3/2023/2533838619_6087962434_z.jpg?zz=1,train
a9c4394554c9383e,/m/09k_b,Lemon,https://c6.staticflickr.com/5/4078/4918425731_b26f5df149_z.jpg,test
0093d33bed1c25a0,/m/0gd36,Sea lion,https://c1.staticflickr.com/9/8244/8607126921_7bcfe9ee5b_z.jpg,train
8c67fc0fd209df42,/m/03g8mr,Baseball bat,https://c3.staticflickr.com/2/1044/756613987_d460a87b95_z.jpg,test
ab6b7ac5481eab7f,/m/0gd36,Sea lion,https://c3.staticflickr.com/6/5299/5398620043_a16368f3e8_z.jpg,test
c9ec81fee7aaafda,/m/09k_b,Lemon,https://c8.staticflickr.com/8/7067/7111334311_c8c2b7e61b_z.jpg,test
0073c13e2b15bc9d,/m/09qck,Banana,https://c1.staticflickr.com/4/3169/5858570578_509e1ef7e1_z.jpg,train
b833d5239456ae81,/m/0gd36,Sea lion,https://c7.staticflickr.com/5/4030/4665481948_8f1eaf6ddb_z.jpg,test
3aae8b20b5103dc6,/m/0gd36,Sea lion,https://c3.staticflickr.com/8/7061/6854815939_b042b074e1_z.jpg,train
dab387b772862b41,/m/09k_b,Lemon,https://c3.staticflickr.com/3/2766/4127203811_1031e2e0f8_z.jpg,test
144d2c763c9ddc8c,/m/09qck,Banana,https://c4.staticflickr.com/5/4048/4385140794_9400c4f592_z.jpg?zz=1,train
643debcf3e54bc79,/m/0gd36,Sea lion,https://c5.staticflickr.com/2/1157/618244472_1804785c38_z.jpg?zz=1,test
0413cc516fa53058,/m/02hj4,Dolphin,https://c3.staticflickr.com/1/611/21214622331_3bf2a77d0d_z.jpg,train
02f14b5cd870da2b,/m/09qck,Banana,https://c3.staticflickr.com/4/3163/5773277863_08b3a6f3df_z.jpg,train
015e1d302cb87bdb,/m/02hj4,Dolphin,https://c5.staticflickr.com/7/6148/5919434410_260f706aaf_z.jpg,train
f9d37d2cc0326b5a,/m/09k_b,Lemon,https://c2.staticflickr.com/5/4134/4799876694_3688717c71_z.jpg,test
2ac64f86e0790d49,/m/09k_b,Lemon,https://c7.staticflickr.com/5/4056/4691226318_d67f14268e_z.jpg,train
695341ae5d3b8cf1,/m/02hj4,Dolphin,https://c3.staticflickr.com/1/3/4300605_1d8900585a_z.jpg,train
ccd2e541b786c47c,/m/0gd36,Sea lion,https://c1.staticflickr.com/9/8336/8426339257_08c32a712f_z.jpg,train
0146d73df2739aca,/m/03g8mr,Baseball bat,https://c8.staticflickr.com/1/34/72775121_64314f569b_z.jpg,train
cef5aefbedc661fa,/m/09k_b,Lemon,https://c7.staticflickr.com/5/4030/4269384402_3b2ddea2c6_z.jpg,train
a4c0837fd36e2fb2,/m/02hj4,Dolphin,https://c3.staticflickr.com/1/317/18492719442_31c8892e9c_z.jpg,train
66a0e689acd05821,/m/09k_b,Lemon,https://c8.staticflickr.com/7/6066/6040425735_95bce79438_z.jpg,train
03208e9df5e2f22e,/m/09k_b,Lemon,https://c7.staticflickr.com/3/2649/3682164360_61b76f5574_z.jpg,train
debf8c2711424b6f,/m/0gd36,Sea lion,https://c3.staticflickr.com/3/2848/9008095219_8c5d500059_z.jpg,train
debf8c2711424b6f,/m/02hj4,Dolphin,https://c3.staticflickr.com/3/2848/9008095219_8c5d500059_z.jpg,train
047c944d71190426,/m/02hj4,Dolphin,https://c7.staticflickr.com/6/5213/5432165975_18512bdc5f_z.jpg,train
2bdc30e953e5fdf3,/m/09qck,Banana,https://c1.staticflickr.com/9/8569/16232780000_8b5da7b8a7_z.jpg,train
68321c90a1480603,/m/09k_b,Lemon,https://c6.staticflickr.com/4/3087/2465305089_776b4a24b1_z.jpg?zz=1,train
0156b64712344e55,/m/03g8mr,Baseball bat,https://c6.staticflickr.com/3/2301/2488840432_70d8d021e7_z.jpg,train
f54a64a9ae53d731,/m/02hj4,Dolphin,https://c4.staticflickr.com/3/2604/3787442692_666e833db6_z.jpg,train
08270d83b53508ca,/m/0gd36,Sea lion,https://c3.staticflickr.com/6/5774/20773459690_318b325ae4_z.jpg,train
bd1f6984d8ab8b82,/m/09qck,Banana,https://c4.staticflickr.com/9/8424/7777290552_72fb9192fb_z.jpg,train
45a08559f05d3708,/m/02hj4,Dolphin,https://c3.staticflickr.com/6/5122/5333588960_0de1a88f15_z.jpg,train
45a08559f05d3708,/m/0gd36,Sea lion,https://c3.staticflickr.com/6/5122/5333588960_0de1a88f15_z.jpg,train
07b04bac425e0e70,/m/02hj4,Dolphin,https://c7.staticflickr.com/3/2177/1954021220_84153fc16b_z.jpg,train
2fe2fbc75d508eac,/m/0gd36,Sea lion,https://c2.staticflickr.com/4/3592/3615177168_bba3e9ba3f_z.jpg,train
7eb299f92e8fd35d,/m/03g8mr,Baseball bat,https://c4.staticflickr.com/9/8023/7259568478_2a79184b20_z.jpg,train
a99e9b374557eeb4,/m/0gd36,Sea lion,https://c7.staticflickr.com/1/9/13799816_a5e4e1207f_z.jpg,train
